ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique
10130,Kossowska et al.,2011,1,2.368,RWA,NA,NA,2,0,3,101303,0,3,Spain,2006,121,0,1,University students,0,NA,22.4,6.63,NA,79.33884,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist threat,9,1,0,NA,0,0,NA,-99,-99,NA,Recent attack,1,RWA,0,NA,1,0.87,3,NA,NA,NA,5,NA,NA,NA,NA,5,Table 1 on p. 252,r,0.256,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,0,0.256,0.007277,0.085305,0.261823,0.008475,0.09206,121,0.814506126489513,1038
10130,Kossowska et al.,2011,1,2.368,RWA,NA,NA,2,0,4,101304,0,3,Poland,2006,175,0,1,University students,0,NA,23.56,5.77,NA,72.57143,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist threat,9,1,0,NA,0,0,NA,-99,-99,NA,No recent attack,1,RWA,0,NA,1,0.78,3,NA,NA,NA,5,NA,NA,NA,NA,7,Table 1 on p. 252,r,0.35,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,0,0.35,0.004425,0.066521,0.365444,0.005814,0.07625,175,0.997780782245123,1040
10131,"Kossowska, de Zavala, & Kubik",2010,1,0,NA,NA,NA,0,0,1,101311,0,3,Poland,NA,52,0,1,University students,0,NA,21.16,1.5,NA,59.61538,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism image: criminals,16,1,0,NA,1,1,NA,-99,0,NA,NA,1,Attitudes towards missile shield elements in Poland,0,NA,1,0.74,3,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 190-191,r,0.35,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0.35,0.015098,0.122874,0.365444,0.020408,0.142857,52,0.732231034919644,1042
10132,Kteily et al.,2015,1,5.031,Dehumanization,NA,NA,1,0,1,101321,0,1,US,2013,348,2,0,MTurkers,0,NA,33.16,11.03,NA,53.2,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorist attack,1,1,1,Boston Marathon bombing,1,2,3,0,0,NA,NA,1,Blatant dehumanization,3,NA,2,NA,1,2,3,2,99,NA,NA,NA,NA,1,Text on p. 915,"m, sd",NA,NA,NA,10.77,23.44,420,15.58,25.43,345,NA,NA,0,0.097605,0.001276,0.035721,0.097916,0.001312,0.036222,765,0.771728866770248,1046
10133,Ladd,2007,1,1.55,Rally-around-the-flag,Priming,NA,1,0,1,101331,0,4,US,2002,1071,1,0,Adults in the United States,1,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Bush Thermometer Rating,365,NA,1,NA,1,NA,NA,NA,4,George W. Bush,1,1,1,2,Text on p. 518,"m, sd",NA,NA,NA,57.9,27.3,1070,66.8,27.3,1070,NA,NA,0,0.16088,4.37e-4,0.020905,0.16229,4.68e-4,0.021633,2142,0.999999985511662,1049
10134,Lahav & Courtemanche,2012,1,0.913,Securitization of migration,Constructivism,Framing,1,0,1,101341,0,1,US,2007,403,0,1,Undergraduate students,0,NA,NA,NA,NA,48.13895781637717,57.25,NA,NA,NA,NA,1,41,NA,3,1,Threat of terrorism from migrants,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for immigration restrictions,0,NA,3,NA,2,4,2,2,10,NA,NA,NA,NA,1,Table 2 on p. 492,"m, sd",NA,NA,NA,0.551,0.26,99,0.584,0.27,99,NA,NA,0,0.062133,0.005002,0.070725,0.062213,0.005128,0.07161,198,0.140239614498785,1050
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,1,Anger at Hamas,12,0,1,2014 Israel–Gaza conflict,1,2,2251,2,1,NA,NA,1,"""Iron Dome provides civilians with a feeling of security""",0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Table 2 on p. 675,r,0.1,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.001907,0.043669,0.100335,0.001953,0.044193,515,0.622605415641738,1058
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,1,101361,0,1,US,2003,136,0,1,University students,0,NA,NA,NA,NA,63.9705,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Bush approval index,0,NA,1,0.85,3,NA,NA,NA,4,George W. Bush,1,1,1,1,Text on p. 890,f,11.76,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0.286012,0.006126,0.078269,0.294218,0.007752,0.088045,132,0.918200525965289,1067
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,2,101362,0,1,US,2004,48,0,1,University students,0,NA,NA,NA,NA,72.9166,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,War policy index,0,NA,1,0.92,3,NA,NA,NA,8,NA,NA,NA,NA,5,Text on p. 894,f,4.96,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31198,0.016851,0.129811,0.322737,0.023256,0.152499,46,0.569941376563706,1071
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,3,101363,0,1,US,2005,52,0,1,University students,0,NA,NA,NA,NA,69.23077,NA,NA,NA,NA,NA,4,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Bush approval index,0,NA,1,0.85,3,NA,NA,NA,4,George W. Bush,1,1,1,8,Text on p. 895,f,3.91,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0.269311,0.01658,0.128763,0.276121,0.021277,0.145866,50,0.479782986422062,1074
10137,Landau et al.,2004,1,1.839,TMT,NA,NA,NA,0,1,101371,0,1,US,2004,74,0,1,Undergraduate students,0,NA,NA,NA,NA,62.16216,NA,5.8,NA,1-9 (reversed coded),0.6444444444444444,1,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Support for President Bush,0,NA,1,0.89,3,NA,NA,NA,4,George W. Bush,1,1,1,1,Text on p. 1143,t-test,9.31,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,0,0.739084,0.00282,0.053104,0.948458,0.014085,0.11868,74,0.999999999371119,1077
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,1,Attitudes towards the EU: Power,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,1,Own calculations based on replication material,r,0.093321,NA,817,NA,NA,NA,NA,NA,NA,NA,1,0,-0.093321,0.001204,0.034699,-0.093593,0.001229,0.035057,817,0.761701672139118,1079
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,5,Attitudes towards the EU: Unification,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,5,Own calculations based on replication material,r,0.125639,NA,462,NA,NA,NA,NA,NA,NA,NA,1,0,-0.125639,0.002101,0.045837,-0.126307,0.002179,0.04668,462,0.772977362376068,1083
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,2525,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,7,NA,NA,NA,1,NA,NA,2,1,Objective exposure to terror,6,1,0,NA,0,2,NA,1,1,NA,All subjects,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 423,r,0.35,NA,2525,NA,NA,NA,NA,NA,NA,NA,NA,0,0.35,3.05e-4,0.017464,0.365444,3.97e-4,0.019925,2525,1,1095
10140,Lavi & Solomon,2005,1,3.529,NA,NA,NA,2,0,1,101401,0,3,Israel,2001,300,0,1,Israeli-Palestinian teenagers,0,NA,14.752,0.42,NA,54,NA,NA,NA,NA,NA,4,NA,NA,1,1,Self-reported terrorism exposure,6,1,1,Al-Aqsa intifada,5,2,NA,2,1,NA,NA,1,Attitudes towards peace talks,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Table 2 on p. 1180,r,0.051,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,0,0.051,0.003327,0.05768,0.051044,0.003367,0.058026,300,0.142478289464484,1103
10140,Lavi & Solomon,2005,1,3.529,NA,NA,NA,2,0,2,101402,0,3,Israel,2001,245,0,1,Palestinian teenagers,0,NA,13.517,0.733,12-14,55.91836734693877,NA,NA,NA,NA,NA,4,NA,NA,1,1,Self-reported terrorism exposure,6,1,1,Al-Aqsa intifada,5,2,NA,2,1,NA,NA,1,Attitudes towards peace talks,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,8,Table 2 on p. 1180,r,0.33,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.003254,0.057044,0.342828,0.004132,0.064281,245,0.999641705754126,1110
10141,Lavi et al.,2014,1,1.373,Ethos of conflict,NA,NA,1,0,1,101411,0,1,Israel,2008,781,1,0,Jewish Israelis,0,NA,45.36,17.25,17-93,51.6,NA,NA,NA,NA,NA,4,NA,NA,2,1,General exposure,6,0,0,NA,1,2,NA,1,1,NA,Majority group,1,Political ideology (conservatism),0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Online Appendix - Table 1,r,0.08,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308238881935,1117
10142,Legewie,2013,1,3.169,Group-threat theory,Intergroup contact theory,NA,1,0,1,101421,0,2,Belgium,2002,603,1,0,ESS participants,0,NA,43.9,18.1,NA,45.2,NA,NA,NA,NA,NA,3,NA,NA,2,1,Terrorist attack,1,1,1,Bali bombings,1,1,202,2,0,0,NA,1,Attitudes toward immigrants,7,1,2,NA,2,2,2,1,99,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,0.25,0.81399999999999995,277,0.319,0.892,205,NA,NA,0,0.040194,0.002066,0.045453,0.040215,0.002088,0.045695,482,0.142501973826343,1162
10143,Lerner et al.,2003,1,2.961,Appraisal-tendency theory,NA,NA,1,0,1,101431,0,1,US,2001,973,1,0,KN panel members,0,NA,30.6,8.975,13-88,51,NA,NA,NA,NA,NA,3,68,NA,3,1,Self-reported fear at Time 1,11,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Deport foreigners,0,NA,3,NA,1,4,2,1,10,NA,NA,NA,NA,1,Table 4 on p. 149,r,-0.06,NA,973,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.06,0.001021,0.031953,-0.060072,0.001031,0.032109,973,0.464919545638817,1171
10144,"Lett, DiPietro, & Johnson",2004,1,0,Cultivation Theory,NA,NA,1,0,1,101441,0,3,US,2001,234,0,1,College students,0,NA,19,2,NA,63.67521367521367,NA,NA,NA,NA,NA,4,NA,NA,4,1,Television news viewing of 9/11,8,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Negativity toward Islamic peers,0,NA,2,0.86,3,1,3,2,99,NA,NA,NA,NA,1,Text on p. 44,beta,0.21,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2558,0.003749,0.061229,0.261609,0.004329,0.065795,234,0.978510202448762,1175
10145,Liberman & Skitka,2019,1,1.706,Vicarioius retribution,Entitativity,NA,1,0,1,101451,0,4,US,2001,605,1,0,US adults,1,88,47.62,15.83,NA,51,NA,0.5315,NA,NA,NA,3,NA,NA,4,1,Anger 9/11,12,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Anti-Arab sentiments,90,NA,2,NA,3,1,1,2,99,NA,NA,NA,NA,1,Table A2 in Appendix,r,0.29,NA,595,NA,NA,NA,NA,NA,NA,NA,NA,0,0.29,0.001412,0.037577,0.298566,0.001689,0.041097,595,0.999999945240117,1176
10146,Liendo & Braithwaite,2018,1,1.6,NA,NA,NA,1,0,1,101461,0,3,Colombia,2014,1512,1,0,Colombian adults,0,NA,37.96,15.463,18-88,49.8,NA,5.833,2.656,1-10,0.5833,3,99.31,NA,2,1,Victimization dichotomy,6,0,1,FARC violence,3,2,NA,2,1,NA,NA,1,Support peace process,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Table A3 in Appendix,logit,0.018,NA,1136,NA,NA,NA,NA,NA,NA,NA,1,2,-0.007068,8.81e-4,0.029682,-0.007069,8.83e-4,0.029715,1136,0.0564995940092578,1188
10147,"Linden, Bjorklund, & Backstrom",2018,1,1.331,NA,NA,NA,1,0,1,101471,0,2,Sweden,2016,292,0,1,University students,0,NA,23.105,3.455,NA,65.75342,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,Brussels & Paris,1,1,165,2,0,NA,NA,1,RWA,0,NA,1,0.64,2,NA,NA,NA,5,NA,NA,NA,NA,1,Table 1 on p. 550,d,0.31,NA,292,NA,NA,140,NA,NA,152,NA,NA,0,0.153045,0.003228,0.056815,0.154257,0.00346,0.058822,292,0.747426353205433,1191
10148,Lizotte,2017,1,2.947,Gender differences in support for torture,NA,NA,0,0,1,101481,0,3,US,2008,2009,1,0,US population,0,NA,46.58,16.4816,17-90,56.55,61.7,NA,NA,NA,0.617,1,62.4,NA,3,1,Threat perception,10,0,0,NA,0,2,NA,-99,-99,NA,NA,1,Support for torture,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Own calculations based on replication material,r,0.0729115,NA,873,NA,NA,NA,NA,NA,NA,NA,NA,0,0.072912,4.93e-4,0.022204,0.073041,4.99e-4,0.022338,2009,0.905273303294983,1195
10149,Lopes & Jaspal,2015,1,0,NA,NA,NA,1,0,1,101491,0,1,UK,2009,53,0,1,University students,0,NA,21.4,3,18-29,66.03774,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorism news,2,1,1,7/07 London Bombings,1,2,56 ,1,0,NA,NA,1,Mistrust of Muslims,0,NA,2,0.97,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 385,"m, sd",NA,NA,NA,56.35,36.799999999999997,23,61.37,40.5,30,NA,NA,0,0.063752,0.018677,0.136664,0.063839,0.02,0.141421,53,0.0737323730250407,1198
10150,Lupu & Peisakhin,2017,1,5.044,NA,NA,NA,1,0,1,101501,0,4,Crimea,2014,1004,1,0,Crimean Tatars,0,NA,25,NA,NA,50.5,NA,NA,NA,NA,NA,4,NA,NA,1,1,Legacy of political violence,7,0,1,NA,5,2,NA,2,0,NA,NA,1,Turnout,0,NA,1,0.52,2,NA,NA,NA,3,NA,NA,NA,NA,1,Table A8,r squared,0.01,NA,974,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.001007,0.031733,0.100335,0.00103,0.032094,974,0.878603515788418,1200
10151,Maeseele et al.,2008,1,0,Resilience,NA,NA,0,0,1,101511,0,3,Belgium,2005,1040,0,0,Convenience sample,0,NA,41.1301,17.09291,NA,50.4,NA,NA,NA,NA,NA,3,NA,0,2,1,Perceived risk of terrorism,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Preparedness of government,0,NA,1,0.86,3,NA,NA,NA,2,NA,NA,NA,NA,1,Table 2 on p. 60,r,-0.139,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.139,9.26e-4,0.03043,-0.139906,9.64e-4,0.031048,1040,0.994573087152185,1202
10152,"Maitner, Mackie, & Smith",2006,1,1.671,Regulatory function of intergroup emotions,NA,NA,1,0,1,101521,0,3,US,2001,318,0,1,University students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Anger,12,1,0,NA,0,2,NA,-99,0,NA,NA,1,Satisfaction with bombing (retaliation),0,NA,1,0.9,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 722,beta,0.504,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,2,0.54392,0.001564,0.039547,0.609706,0.003175,0.056347,318,1,1208
10153,Malhotra & Popp,2012,1,0.921,NA,NA,NA,1,0,1,101531,0,3,US,2008,227,1,0,US population,1,62.8,47.52,16.378,18-91,50.9,NA,NA,NA,NA,NA,3,NA,NA,3,1,Threat of terrorism (percentage reported),10,0,0,NA,0,2,NA,-99,-99,NA,NA,1,Anti-terrorism policy attitudes,0,NA,1,0.76,3,NA,NA,NA,9,NA,NA,NA,NA,1,Text on p. 38,beta,0.23,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.003969,0.063,0.234189,0.004464,0.066813,227,0.939677916693798,1210
10153,Malhotra & Popp,2012,1,0.921,NA,NA,NA,1,0,2,101532,0,1,US,2008,904,1,0,US population,1,62.8,47.52,16.378,18-91,50.9,NA,NA,NA,NA,NA,3,NA,NA,3,1,Threat of terrorism (percentage manipulated),4,1,0,NA,0,2,NA,-99,-99,NA,Full sample,1,Anti-terrorism policy attitudes,0,NA,1,0.76,3,NA,NA,NA,9,NA,NA,NA,NA,2,Table 1 on p. 41,beta,0.08,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1284,0.0015,0.03873,0.129113,0.001555,0.039433,646,0.905965961184626,1211
10154,Maoz & Eidelson,2007,1,0.466,NA,NA,NA,1,0,1,101541,0,3,Israel,2003,504,1,0,Israeli Jews,0,NA,43.28,17.75,18-92,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Vulnerability,10,0,0,NA,0,2,NA,-99,1,NA,NA,1,Transfer-Compromise preference,0,NA,3,0.76,3,4,3,2,8,NA,NA,NA,NA,1,Table 2 on p. 1488,r,0.3,NA,504,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0.001646,0.040571,0.30952,0.001996,0.044677,504,0.999999672791914,1212
10155,Maoz & McCauley,2008,1,1.975,Out-group threat,NA,NA,1,0,1,101551,0,3,Israel,2003,504,1,0,Israeli Jews,0,NA,43.28,17.75,18-92,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Threat of Palestinian terrorism,10,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support to transfer Palestinians,0,NA,3,NA,1,4,3,2,8,NA,NA,NA,NA,1,Table 1 on p. 99,r,0.48,NA,504,NA,NA,NA,NA,NA,NA,NA,NA,0,0.48,0.001178,0.034322,0.522984,0.001996,0.044677,504,1,1214
10155,Maoz & McCauley,2008,1,1.975,Out-group threat,NA,NA,1,0,2,101552,0,3,Israel,2005,501,1,0,Israeli Jews,1,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,2,Threat of Palestinian terrorism,10,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support for CCA toward Palestinians,0,NA,3,0.87,3,4,3,2,10,NA,NA,NA,NA,4,Table 2 on p. 107,r,0.42,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,0,0.42,0.001357,0.036837,0.447692,0.002008,0.044811,501,1,1217
10156,Maoz & McCauley,2009,1,1.36,NA,NA,NA,1,0,1,101561,0,3,Israel,2003,504,1,0,Israeli Jews,0,NA,43.28,17.75,18-92,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Collective threat,10,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Sympathy towards Palestinians,0,NA,2,0.49,2,1,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 532,r,-0.49,NA,504,NA,NA,NA,NA,NA,NA,NA,1,0,0.49,0.001148,0.033882,0.53606,0.001996,0.044677,504,1,1220
10157,"Matthes, Schmunck, & von Sikorski",2019,1,3.175,EPRM,AIT,Appraisals theory,1,0,1,101571,0,1,Germany,2017,501,1,0,German adults,0,NA,46.56,16.09,16-73,48,NA,NA,NA,NA,NA,4,NA,NA,4,1,Fear of terrorism,11,1,1,Hypothetical ISIS attack (news1) and threat (news2),1,2,NA,0,0,NA,NA,1,Anti-Muslim policies,0,NA,3,0.86,3,4,3,2,10,NA,NA,NA,NA,1,Text on p. 944,r,0.48,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,0,0.48,0.001185,0.034424,0.522984,0.002008,0.044811,501,1,1226
10158,"Merolla, Ramos, & Zechmeister",2007,1,1.055,NA,NA,NA,1,0,1,101581,0,1,US,2004,229,0,1,Undergraduate students,0,NA,19.89,NA,NA,52,56,NA,NA,NA,NA,1,42,4,3,1,Threat of al-Qaeda terrorism,4,1,0,NA,1,2,NA,-99,0,NA,NA,1,Charisma of President Bush,0,NA,1,0.94,3,NA,NA,NA,4,George W. Bush,1,1,1,1,Table 1 on p. 36,beta,0.184,1.12,NA,NA,NA,94,NA,NA,102,NA,NA,0,0.183090446161378,0.00516372009434656,0.0718590293167571,0.185178466226212,0.005181408324,0.071982,196,0.73186045157968,1231
10159,Moaddel & Latif,2006,1,0,NA,NA,NA,0,0,1,101591,0,3,Egypt,2001,3230,1,0,Egyptians,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,90,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice against women,90,NA,2,NA,1,2,4,0,99,NA,NA,NA,NA,1,Table 5 on p. 24,r,-0.225,NA,2580,3.41,0.8,2230,3.01,0.09,1000,NA,NA,0,-0.225,3.49e-4,0.018682,-0.228917,3.88e-4,0.019698,2580,1,1232
10159,Moaddel & Latif,2006,1,0,NA,NA,NA,0,0,2,101592,0,3,Morocco,2001,2264,1,0,Moroccans,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,90,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice against women,90,NA,2,NA,1,2,4,0,99,NA,NA,NA,NA,4,Table 6 on p. 25,r,-0.094,NA,528,3.2,1.01,1251,3.02,1.04,1013,NA,NA,0,-0.094,0.001864,0.043174,-0.094278,0.001905,0.043646,528,0.580063368222157,1235
10160,Mondak & Hurwitz,2012,1,2.247,NA,NA,NA,2,0,1,101601,0,1,US,2006,1167,1,0,US population,1,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorism vs. crime question wording,5,1,0,NA,0,NA,NA,-99,-99,NA,NA,1,Support for civil liberties restrictions,0,NA,1,0.81,3,NA,NA,NA,9,NA,NA,NA,NA,1,Table 1 & 2,"m, sd",NA,NA,NA,2.47,1.05,564,2.93,1.17,552,NA,NA,0,0.202875,8.29e-4,0.028792,0.205729,9.23e-4,0.030381,1086,0.999999257782283,1238
10161,Morales-Marente et al.,2009,1,0,NA,NA,NA,1,0,1,101611,0,3,Spain,NA,342,0,0,"Andalusia, Spain",0,NA,27.43,11.8,14-69,72.4,NA,NA,NA,NA,NA,4,NA,NA,4,1,Fear towards insecurity,11,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table 2 on p. 144,r,0.03,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.003071,0.055417,0.030009,0.003096,0.055642,326,0.0839709319551842,1239
10162,Mosher,2008,3,0,Casualties & Emotions,NA,NA,1,0,1,101621,0,1,US,NA,130,0,1,Undergraduate students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism vs. war context,5,1,0,NA,0,NA,NA,-99,-99,NA,NA,1,Support for war,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 81,null result,0.99,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0075,0.007691,0.087698,0.0075,0.007874,0.088736,130,0.0507011527641845,1243
10162,Mosher,2008,3,0,Casualties & Emotions,NA,NA,1,0,2,101622,0,1,US,NA,133,0,1,Undergraduate students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism vs. war context,5,1,0,NA,0,NA,NA,-99,-99,NA,NA,1,Support for war,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,3,Text on p. 103,f,2.72,NA,133,NA,NA,NA,NA,NA,NA,NA,1,0,-0.142092,0.0072,0.084853,-0.14306,0.007752,0.088045,132,0.370867979135382,1245
10163,"Moskalenko, McCauley, & Rozin",2006,1,1.254,CORFing,TMT,SIT,1,0,1,101631,0,2,US,2001,610,0,1,Students,0,NA,18.89333333333333,1.0199999999999998,17-28,53,NA,NA,NA,NA,NA,4,68,NA,3,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Identification with country,4,NA,1,0.8,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 86,"m, sd",NA,NA,NA,4.37,1.04,99,4.72,0.93,159,NA,NA,0,0.172209,0.003595,0.059958,0.173942,0.003922,0.062626,258,0.794602159231394,1247
10164,"Nagoshi, Terrell, & Nagoshi",2007,1,1.423,TMT,NA,NA,2,0,1,101641,0,2,US,2001,194,0,1,Students,0,NA,19.1,2.35,NA,68.04123711340206,NA,NA,NA,NA,NA,4,73,NA,3,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,RWA,1,NA,1,0.77,3,NA,NA,NA,5,NA,NA,NA,NA,1,Text on p. 1727,f,6.27,NA,NA,NA,NA,91,NA,NA,86,NA,NA,0,0.184964,0.00518,0.071972,0.187118,0.005747,0.075809,177,0.696534521503325,1251
10165,Nail & McGregor,2009,1,0,MSC,TMT,NA,2,0,1,101651,0,2,US,2001,139,0,0,Convenience sample,0,NA,20.44,11.7,NA,56.11510791366906,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Political attitudes,1,NA,1,0.85,3,NA,NA,NA,7,NA,NA,NA,NA,1,Text on p. 235,"m, sd",NA,NA,NA,0.81,1.82,70,1.75,1.91,69,NA,NA,0,0.255285,0.006082,0.077987,0.261058,0.007353,0.08575,139,0.863082966369046,1257
