ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,3,National idenitification,0,NA,1,0.71,3,NA,NA,NA,1,NA,NA,NA,NA,10,Table 2 on p. 43,r,-0.02,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0.010196,0.100975,-0.020003,0.010417,0.102064,99,0.0542872923661708,44,Threat,No ideology
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,1,100091,0,3,Turkey,2015,2201,1,0,Representative sample of Turkish adults,0,NA,42.4,NA,18-91,56,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Calm period,1,Vote intention for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,1,Table 1 on p. 6,logit,0.15,NA,1776,NA,NA,NA,NA,NA,NA,NA,NA,2,0.058843,5.59e-4,0.023643,0.058911,5.64e-4,0.023749,1776,0.698899390236189,45,Threat,No ideology
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,2,100092,0,3,Turkey,2015,1086,1,0,Representative sample of Turkish adults,0,NA,40.2,NA,18-90,49,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Calm period,1,Reported vote for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,2,Table 1 on p. 6,logit,-0.001,NA,932,NA,NA,NA,NA,NA,NA,NA,NA,2,-3.93e-4,0.001074,0.032772,-3.93e-4,0.001076,0.032802,932,0.0499992286559726,46,Threat,No ideology
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,3,100093,0,3,Turkey,2015,1289,1,0,Representative sample of Turkish adults,0,NA,41.6,NA,18-86,51,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Violent period,1,Reported vote for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,3,Table 1 on p. 6,logit,0.59,NA,1191,NA,NA,NA,NA,NA,NA,NA,NA,2,0.228004,7.55e-4,0.027477,0.232082,8.42e-4,0.029017,1191,0.999999999241347,47,Threat,No ideology
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,4,100094,0,4,Turkey,2015,705,1,0,Representative sample of Turkish adults,0,NA,43.5,NA,18-91,56,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,NA,1,Switched vote to AKP,90,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,4,Table 2 on p. 8,logit,0.65,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,2,0.25034,0.001358,0.036851,0.255775,0.00155,0.03937,648,0.999997195678557,48,Threat,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,1,"""Les auteurs de ce fait doivent être condamnés avec la plus grande fermeté""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,5.559524,1.4001809999999999,168,5.70625,1.251901,160,NA,NA,0,0.055063,0.003026,0.055009,0.055119,0.003077,0.055471,328,0.168783587691667,49,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,1,"""Les auteurs de ce fait doivent être condamnés avec la plus grande fermeté""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,2,Mail correspondence,"m, sd",NA,NA,NA,5.559524,1.4001809999999999,168,5.736842,1.454551,152,NA,NA,0,0.061965,0.003095,0.055633,0.062044,0.003155,0.056169,320,0.197636416682475,50,Acts of violence,Islamist
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,2,"""En Belgique, l’action de l’Etat contre ce type d’événement doit être beaucoup plus forte qu’aujourd’hui""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,3,Mail correspondence,"m, sd",NA,NA,NA,5.01227,1.507134,163,5.158228,1.541453,158,NA,NA,0,0.047822,0.003097,0.055651,0.047859,0.003145,0.05608,321,0.136883293931989,51,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,2,"""En Belgique, l’action de l’Etat contre ce type d’événement doit être beaucoup plus forte qu’aujourd’hui""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,4,Mail correspondence,"m, sd",NA,NA,NA,5.01227,1.507134,163,5.226667,1.400607,150,NA,NA,0,0.07331,0.003152,0.056143,0.073442,0.003226,0.056798,313,0.253508619531829,52,Acts of violence,Islamist
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,3,"""Les moyens mis à la disposition de l’Etat belge sont suffisants pour lutter""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,5,Mail correspondence,"m, sd",NA,NA,NA,3.551515,1.437333,165,3.478261,1.541456,161,NA,NA,0,0.024578,0.003063,0.055344,0.024583,0.003096,0.055642,326,0.0726537893630281,53,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,3,"""Les moyens mis à la disposition de l’Etat belge sont suffisants pour lutter""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,6,Mail correspondence,"m, sd",NA,NA,NA,3.551515,1.437333,165,3.469799,1.392825,146,NA,NA,0,0.028797,0.003178,0.056374,0.028805,0.003215,0.056701,314,0.0800761753866119,54,Acts of violence,Islamist
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,4,"""Les procédures démocratiques empêchent le gouvernement de porter une action vigoureuse contre ce type d’événement""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,7,Mail correspondence,"m, sd",NA,NA,NA,3.596386,1.6768620000000001,166,3.748428,1.698728,159,NA,NA,0,0.062592,0.003154,0.05616,0.062674,0.003215,0.056701,314,0.197806464378341,55,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,4,"""Les procédures démocratiques empêchent le gouvernement de porter une action vigoureuse contre ce type d’événement""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,8,Mail correspondence,"m, sd",NA,NA,NA,3.596386,1.6768620000000001,166,3.797297,1.507169,148,NA,NA,0,0.044991,0.003061,0.055326,0.045021,0.003106,0.055731,325,0.127619658656201,56,Acts of violence,Islamist
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,5,"""Pour prévenir plus efficacement ce genre d’événement, il faut permettre à la police de surveiller plus facilement les communications mail et téléphone de la population""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,9,Mail correspondence,"m, sd",NA,NA,NA,3.473054,1.8878630000000001,167,3.26875,1.882464,160,NA,NA,0,-0.054094,0.003036,0.0551,-0.054147,0.003086,0.055552,327,0.16415673412248,57,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,5,"""Pour prévenir plus efficacement ce genre d’événement, il faut permettre à la police de surveiller plus facilement les communications mail et téléphone de la population""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,10,Mail correspondence,"m, sd",NA,NA,NA,3.473054,1.8878630000000001,167,3.337748,1.7393,151,NA,NA,0,-0.037123,0.003134,0.055982,-0.03714,0.003175,0.056347,318,0.101157448620809,58,Acts of violence,Islamist
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,6,"""Il faut limiter l’immigration plus fortement qu’aujourd’hui pour diminuer la fréquence de tels événements""",0,NA,2,NA,1,4,2,0,10,NA,NA,NA,NA,11,Mail correspondence,"m, sd",NA,NA,NA,3.214286,2.0212729999999999,168,3.41875,2.111579,160,NA,NA,0,0.049388,0.003116,0.055821,0.049429,0.003165,0.056258,319,0.142243974685808,59,Acts of violence,No ideology
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,6,"""Il faut limiter l’immigration plus fortement qu’aujourd’hui pour diminuer la fréquence de tels événements""",0,NA,2,NA,1,4,2,1,10,NA,NA,NA,NA,12,Mail correspondence,"m, sd",NA,NA,NA,3.214286,2.0212729999999999,168,3.556291,2.005445,151,NA,NA,0,0.084595,0.002995,0.054727,0.084798,0.003077,0.055471,328,0.334078675229868,60,Acts of violence,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Vote turnout,0,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,Table 1 on p. 677,proportions,NA,NA,NA,0.869,NA,3844.555,0.914,NA,1553.953,NA,NA,0,0.116847,6.26e-4,0.02502,0.117383,1.85e-4,0.013601,5399,0.999999999986629,61,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,2,PSOE vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,Table 1 on p. 677,proportions,NA,NA,NA,0.448,NA,3844.555,0.656,NA,1553.953,NA,NA,0,-0.208551,2.13e-4,0.014595,-0.211656,1.85e-4,0.013601,5399,1,62,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,3,PP vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,Table 1 on p. 677,proportions,NA,NA,NA,0.361,NA,3844.555,0.194,NA,1553.953,NA,NA,0,-0.2083,2.86e-4,0.016912,-0.211394,1.85e-4,0.013601,5399,1,63,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,4,IU vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,4,Table 1 on p. 677,proportions,NA,NA,NA,0.056,NA,3844.555,0.047,NA,1553.953,NA,NA,0,0.046053,0.001194,0.034554,0.046086,1.85e-4,0.013601,5399,0.923016135406713,64,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,2,100112,0,3,Spain,2004,1000,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,2,PSOE vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,5,Table 1 on p. 677,proportions,NA,NA,NA,0.389,NA,716,0.542,NA,284,NA,NA,0,-0.151354,0.001156,0.034,-0.152526,0.001003,0.03167,1000,0.997870696994466,65,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,2,100112,0,3,Spain,2004,1000,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,3,PP vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,6,Table 1 on p. 677,proportions,NA,NA,NA,0.431,NA,716,0.224,NA,284,NA,NA,0,-0.233232,0.001356,0.036824,-0.237605,0.001003,0.03167,1000,0.999999985388173,66,Other,Islamist
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,2,100112,0,3,Spain,2004,1000,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,4,IU vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,7,Table 1 on p. 677,proportions,NA,NA,NA,0.04,NA,716,0.045,NA,284,NA,NA,0,0.030567,0.007292,0.085393,0.030576,0.001003,0.03167,1000,0.161790176041309,67,Other,Islamist
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Approval of REAL ID Act,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Table 1 on p. 243,proportions,NA,NA,NA,0.686,NA,175,0.738,NA,189,NA,NA,0,0.069828,0.00403,0.063482,0.069942,0.00277,0.052631,364,0.264971100537348,68,Threat,No ideology
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,2,Approval of REAL ID Act - Documentation,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,2,Table 2 on p. 244,proportions,NA,NA,NA,0.745,NA,175,0.851,NA,189,NA,NA,0,0.035939,0.004525,0.067268,0.035954,0.00277,0.052631,364,0.105022514657754,69,Threat,No ideology
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,3,Approval of REAL ID Act - Costs of validation,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,3,Table 2 on p. 244,proportions,NA,NA,NA,0.399,NA,175,0.509,NA,189,NA,NA,0,0.02392,0.00345,0.058737,0.023924,0.00277,0.052631,364,0.0739990903909369,70,Threat,No ideology
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,4,Approval of REAL ID Act - Proof legal status,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,4,Table 2 on p. 244,proportions,NA,NA,NA,0.835,NA,175,0.923,NA,189,NA,NA,0,0.203561,0.007318,0.085545,0.206444,0.00277,0.052631,364,0.975433509010368,71,Threat,No ideology
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,5,Approval of REAL ID Act - Bar codes,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,5,Table 2 on p. 244,proportions,NA,NA,NA,0.659,NA,175,0.708,NA,189,NA,NA,0,0.070357,0.003838,0.061952,0.070473,0.00277,0.052631,364,0.268273527313909,72,Threat,No ideology
10012,Bali,2009,1,0.574,Framing,NA,NA,1,0,1,100121,0,1,US,2006,993,0,0,Michigan population,1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism threat frame,4,1,0,NA,0,0,NA,-99,-99,NA,NA,6,Approval of REAL ID Act - States share,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,6,Table 2 on p. 244,proportions,NA,NA,NA,0.708,NA,175,0.842,NA,189,NA,NA,0,0.076351,0.004236,0.065085,0.076499,0.00277,0.052631,364,0.307151831555493,73,Threat,No ideology
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,1,Political ideology (conservatism),0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table 1 on p. 1024,r,0.23,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.00602,0.077589,0.234189,0.006803,0.08248,150,0.812697711923777,74,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,2,RWA,0,NA,1,0.87,3,NA,NA,NA,5,NA,NA,NA,NA,2,Table 1 on p. 1024,r,0.18,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18,0.006284,0.079272,0.181983,0.006803,0.08248,150,0.599830861432827,75,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,3,SDO,0,NA,1,0.88,3,NA,NA,NA,6,NA,NA,NA,NA,3,Table 1 on p. 1024,r,0.29,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.29,0.00563,0.075033,0.298566,0.006803,0.08248,150,0.952624047076484,76,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,4,Patriotism,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 1 on p. 1024,r,0.31,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31,0.005483,0.074047,0.320545,0.006803,0.08248,150,0.973697147345754,77,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,5,Defense vigilance towards Middle-Eastern man,0,NA,1,0.98,3,4,1,2,10,NA,NA,NA,NA,5,Table 1 on p. 1024,r,0.33,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.005329,0.073,0.342828,0.006803,0.08248,150,0.986416936795476,78,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,6,Severe interrogations,0,NA,1,0.96,3,NA,NA,NA,9,NA,NA,NA,NA,6,Table 1 on p. 1024,r,0.36,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.36,0.005085,0.071309,0.376886,0.006803,0.08248,150,0.995645488938931,79,Anger,Islamist
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,7,Military actions,0,NA,1,0.8,3,NA,NA,NA,8,NA,NA,NA,NA,7,Table 1 on p. 1024,r,0.26,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.26,0.005835,0.076387,0.266108,0.006803,0.08248,150,0.899039254525659,80,Anger,Islamist
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Palestinians,1,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.71,0.7,82,NA,1,0,0.138659,0.005809,0.076217,0.139558,0.006211,0.07881,164,0.4268612170345,81,Acts of violence,Islamist
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Arabs,1,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,2,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.95,0.58,82,NA,1,0,0.043436,0.006069,0.077904,0.043463,0.006211,0.07881,164,0.0855908026736081,82,Acts of violence,Islamist
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Jordans,1,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,3,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,3.34,0.53,82,NA,1,0,0.097605,0.005953,0.077156,0.097917,0.006211,0.07881,164,0.238106413751906,83,Acts of violence,Islamist
